SuperHero,SuperPower,IssueResolution
Swamp Thing,Illusions,Drug Addiction
Swamp Thing,Plant Control,Infrastructure Improvements
Swamp Thing,Resurrection,Medical (COVID-19)
Swarm,Durability,Medical (COVID-19)
Swarm,Flight,Infrastructure Improvements
Swarm,Longevity,Medical (COVID-19)
Swarm,Intelligence,Education Improvements
Swarm,Super Strength,Infrastructure Improvements
Swarm,Size Changing,Infrastructure Improvements
Swarm,Animal Oriented Powers,Miscellaneous
Swarm,Shapeshifting,Miscellaneous
Swarm,Animal Control,Miscellaneous
Swarm,Intangibility,Infrastructure Improvements
Sylar,Cryokinesis,Climate Change
Sylar,Telekinesis,Infrastructure Improvements
Sylar,Enhanced Memory,Education Improvements
Sylar,Radiation Control,Climate Change
Sylar,Precognition,Medical (COVID-19)
Sylar,Enhanced Hearing,Large Scale Conflict
Sylar,Intuitive aptitude,Infrastructure Improvements
Sylar,Melting,Infrastructure Improvements
Synch,Power Absorption,Miscellaneous
T-1000,Agility,Large Scale Conflict
T-1000,Accelerated Healing,Medical (COVID-19)
T-1000,Cold Resistance,Miscellaneous
T-1000,Durability,Medical (COVID-19)
T-1000,Stealth,Miscellaneous
T-1000,Marksmanship,Large Scale Conflict
T-1000,Weapons Master,Large Scale Conflict
T-1000,Longevity,Medical (COVID-19)
T-1000,Intelligence,Education Improvements
T-1000,Super Strength,Infrastructure Improvements
T-1000,Size Changing,Infrastructure Improvements
T-1000,Stamina,Medical (COVID-19)
T-1000,Super Speed,Medical (COVID-19)
T-1000,Enhanced Senses,Medical (COVID-19)
T-1000,Shapeshifting,Miscellaneous
T-1000,Camouflage,Large Scale Conflict
T-1000,Enhanced Memory,Education Improvements
T-1000,Reflexes,Miscellaneous
T-1000,Invulnerability,Medical (COVID-19)
T-1000,Technopath/Cyberpath,Infrastructure Improvements
T-1000,Fire Resistance,Large Scale Conflict
T-1000,Enhanced Hearing,Large Scale Conflict
T-1000,Regeneration,Medical (COVID-19)
T-1000,Heat Resistance,Infrastructure Improvements
T-1000,Natural Weapons,Large Scale Conflict
T-1000,Enhanced Smell,Miscellaneous
T-1000,Vision - Telescopic,Large Scale Conflict
T-1000,Enhanced Touch,Medical (COVID-19)
T-1000,Melting,Infrastructure Improvements
T-1000,Vision - Night,Large Scale Conflict
T-1000,Vision - Infrared,Miscellaneous
T-1000,Vision - Thermal,Infrastructure Improvements
T-800,Cold Resistance,Miscellaneous
T-800,Durability,Medical (COVID-19)
T-800,Stealth,Miscellaneous
T-800,Weapons Master,Large Scale Conflict
T-800,Longevity,Medical (COVID-19)
T-800,Super Strength,Infrastructure Improvements
T-800,Stamina,Medical (COVID-19)
T-800,Enhanced Memory,Education Improvements
T-800,Invulnerability,Medical (COVID-19)
T-800,Technopath/Cyberpath,Infrastructure Improvements
T-800,Enhanced Hearing,Large Scale Conflict
T-800,Heat Resistance,Infrastructure Improvements
T-800,Vision - Telescopic,Large Scale Conflict
T-800,Vision - Night,Large Scale Conflict
T-800,Vision - Infrared,Miscellaneous
T-800,Vision - Thermal,Infrastructure Improvements
T-850,Accelerated Healing,Medical (COVID-19)
T-850,Cold Resistance,Miscellaneous
T-850,Durability,Medical (COVID-19)
T-850,Stealth,Miscellaneous
T-850,Weapons Master,Large Scale Conflict
T-850,Longevity,Medical (COVID-19)
T-850,Super Strength,Infrastructure Improvements
T-850,Stamina,Medical (COVID-19)
T-850,Enhanced Memory,Education Improvements
T-850,Invulnerability,Medical (COVID-19)
T-850,Technopath/Cyberpath,Infrastructure Improvements
T-850,Enhanced Hearing,Large Scale Conflict
T-850,Heat Resistance,Infrastructure Improvements
T-850,Vision - Telescopic,Large Scale Conflict
T-850,Vision - Night,Large Scale Conflict
T-850,Vision - Infrared,Miscellaneous
T-850,Vision - Thermal,Infrastructure Improvements
T-X,Agility,Large Scale Conflict
T-X,Accelerated Healing,Medical (COVID-19)
T-X,Cold Resistance,Miscellaneous
T-X,Durability,Medical (COVID-19)
T-X,Stealth,Miscellaneous
T-X,Marksmanship,Large Scale Conflict
T-X,Weapons Master,Large Scale Conflict
T-X,Longevity,Medical (COVID-19)
T-X,Intelligence,Education Improvements
T-X,Super Strength,Infrastructure Improvements
T-X,Energy Blasts,Infrastructure Improvements
T-X,Stamina,Medical (COVID-19)
T-X,Super Speed,Medical (COVID-19)
T-X,Enhanced Senses,Medical (COVID-19)
T-X,Energy Beams,Large Scale Conflict
T-X,Shapeshifting,Miscellaneous
T-X,Camouflage,Large Scale Conflict
T-X,Enhanced Memory,Education Improvements
T-X,Reflexes,Miscellaneous
T-X,Invulnerability,Medical (COVID-19)
T-X,Technopath/Cyberpath,Infrastructure Improvements
T-X,Fire Resistance,Large Scale Conflict
T-X,Enhanced Hearing,Large Scale Conflict
T-X,Regeneration,Medical (COVID-19)
T-X,Heat Resistance,Infrastructure Improvements
T-X,Natural Weapons,Large Scale Conflict
T-X,Enhanced Smell,Miscellaneous
T-X,Vision - Telescopic,Large Scale Conflict
T-X,Enhanced Touch,Medical (COVID-19)
T-X,Vision - Microscopic,Medical (COVID-19)
T-X,Vision - Night,Large Scale Conflict
T-X,Vision - Infrared,Miscellaneous
T-X,Vision - Thermal,Infrastructure Improvements
TEST,Natural Armor,Large Scale Conflict
Taskmaster,Agility,Large Scale Conflict
Taskmaster,Stealth,Miscellaneous
Taskmaster,Marksmanship,Large Scale Conflict
Taskmaster,Weapons Master,Large Scale Conflict
Taskmaster,Stamina,Medical (COVID-19)
Taskmaster,Super Speed,Medical (COVID-19)
Taskmaster,Weapon-based Powers,Large Scale Conflict
Taskmaster,Reflexes,Miscellaneous
Taskmaster,Photographic Reflexes,Drug Addiction
Taskmaster,Power Suit,Large Scale Conflict
Tempest,Flight,Infrastructure Improvements
Tempest,Cryokinesis,Climate Change
Tempest,Fire Control,Climate Change
Tempest,Force Fields,Large Scale Conflict
Tempest,Wind Control,Infrastructure Improvements
Thanos,Agility,Large Scale Conflict
Thanos,Accelerated Healing,Medical (COVID-19)
Thanos,Cold Resistance,Miscellaneous
Thanos,Durability,Medical (COVID-19)
Thanos,Flight,Infrastructure Improvements
Thanos,Longevity,Medical (COVID-19)
Thanos,Intelligence,Education Improvements
Thanos,Super Strength,Infrastructure Improvements
Thanos,Telepathy,Education Improvements
Thanos,Energy Blasts,Infrastructure Improvements
Thanos,Stamina,Medical (COVID-19)
Thanos,Super Speed,Medical (COVID-19)
Thanos,Teleportation,Medical (COVID-19)
Thanos,Enhanced Senses,Medical (COVID-19)
Thanos,Energy Beams,Large Scale Conflict
Thanos,Magic,Miscellaneous
Thanos,Immortality,Medical (COVID-19)
Thanos,Reflexes,Miscellaneous
Thanos,Invulnerability,Medical (COVID-19)
Thanos,Force Fields,Large Scale Conflict
Thanos,Molecular Manipulation,Medical (COVID-19)
Thanos,Energy Manipulation,Infrastructure Improvements
Thanos,Heat Resistance,Infrastructure Improvements
Thanos,Radiation Immunity,Miscellaneous
Thanos,Toxin and Disease Resistance,Medical (COVID-19)
Thanos,Telepathy Resistance,Miscellaneous
Thanos,Omnilingualism,Education Improvements
Thanos,Time Manipulation,Medical (COVID-19)
Thanos,Matter Absorption,Miscellaneous
Thanos,Vision - Heat,Infrastructure Improvements
Thanos,Reality Warping,Education Improvements
The Cape,Weapon-based Powers,Large Scale Conflict
The Comedian,Weapons Master,Large Scale Conflict
Thing,Cold Resistance,Miscellaneous
Thing,Durability,Medical (COVID-19)
Thing,Longevity,Medical (COVID-19)
Thing,Super Strength,Infrastructure Improvements
Thing,Stamina,Medical (COVID-19)
Thing,Invulnerability,Medical (COVID-19)
Thing,Fire Resistance,Large Scale Conflict
Thing,Natural Armor,Large Scale Conflict
Thing,Heat Resistance,Infrastructure Improvements
Thor,Agility,Large Scale Conflict
Thor,Accelerated Healing,Medical (COVID-19)
Thor,Durability,Medical (COVID-19)
Thor,Flight,Infrastructure Improvements
Thor,Longevity,Medical (COVID-19)
Thor,Super Strength,Infrastructure Improvements
Thor,Stamina,Medical (COVID-19)
Thor,Super Speed,Medical (COVID-19)
Thor,Weapon-based Powers,Large Scale Conflict
Thor,Teleportation,Medical (COVID-19)
Thor,Enhanced Senses,Medical (COVID-19)
Thor,Magic,Miscellaneous
Thor,Element Control,Climate Change
Thor,Reflexes,Miscellaneous
Thor,Invulnerability,Medical (COVID-19)
Thor,Toxin and Disease Resistance,Medical (COVID-19)
Thor,Weather Control,Infrastructure Improvements
Thor,Odin Force,Education Improvements
Thor Girl,Durability,Medical (COVID-19)
Thor Girl,Super Strength,Infrastructure Improvements
Thor Girl,Stamina,Medical (COVID-19)
Thor Girl,Super Speed,Medical (COVID-19)
Thor Girl,Immortality,Medical (COVID-19)
Thor Girl,Reflexes,Miscellaneous
Thor Girl,Invulnerability,Medical (COVID-19)
Thor Girl,Toxin and Disease Resistance,Medical (COVID-19)
Thunderbird,Durability,Medical (COVID-19)
Thunderbird,Super Strength,Infrastructure Improvements
Thunderbird,Stamina,Medical (COVID-19)
Thunderbird,Super Speed,Medical (COVID-19)
Thunderbird III,Energy Absorption,Climate Change
Thunderbird III,Flight,Infrastructure Improvements
Thunderbird III,Energy Blasts,Infrastructure Improvements
Thunderbird III,Natural Weapons,Large Scale Conflict
Thunderstrike,Accelerated Healing,Medical (COVID-19)
Thunderstrike,Durability,Medical (COVID-19)
Thunderstrike,Longevity,Medical (COVID-19)
Thunderstrike,Super Strength,Infrastructure Improvements
Thunderstrike,Stamina,Medical (COVID-19)
Thunderstrike,Super Speed,Medical (COVID-19)
Thunderstrike,Toxin and Disease Resistance,Medical (COVID-19)
Thundra,Agility,Large Scale Conflict
Thundra,Super Strength,Infrastructure Improvements
Thundra,Stamina,Medical (COVID-19)
Thundra,Super Speed,Medical (COVID-19)
Thundra,Reflexes,Miscellaneous
Tiger Shark,Agility,Large Scale Conflict
Tiger Shark,Accelerated Healing,Medical (COVID-19)
Tiger Shark,Cold Resistance,Miscellaneous
Tiger Shark,Durability,Medical (COVID-19)
Tiger Shark,Underwater breathing,Medical (COVID-19)
Tiger Shark,Animal Attributes,Miscellaneous
Tiger Shark,Super Strength,Infrastructure Improvements
Tiger Shark,Stamina,Medical (COVID-19)
Tiger Shark,Super Speed,Medical (COVID-19)
Tiger Shark,Animal Oriented Powers,Miscellaneous
Tiger Shark,Reflexes,Miscellaneous
Tiger Shark,Natural Armor,Large Scale Conflict
Tiger Shark,Enhanced Sight,Miscellaneous
Tiger Shark,Natural Weapons,Large Scale Conflict
Tiger Shark,Enhanced Smell,Miscellaneous
Tiger Shark,Sub-Mariner,Climate Change
Tigra,Agility,Large Scale Conflict
Tigra,Super Strength,Infrastructure Improvements
Tigra,Stamina,Medical (COVID-19)
Tigra,Super Speed,Medical (COVID-19)
Tigra,Enhanced Senses,Medical (COVID-19)
Tigra,Jump,Miscellaneous
Tinkerer,Intelligence,Education Improvements
Titan,Flight,Infrastructure Improvements
Titan,Super Strength,Infrastructure Improvements
Titan,Super Speed,Medical (COVID-19)
Toad,Agility,Large Scale Conflict
Toad,Accelerated Healing,Medical (COVID-19)
Toad,Durability,Medical (COVID-19)
Toad,Animal Attributes,Miscellaneous
Toad,Super Strength,Infrastructure Improvements
Toad,Stamina,Medical (COVID-19)
Toad,Animal Oriented Powers,Miscellaneous
Toad,Jump,Miscellaneous
Toad,Reflexes,Miscellaneous
Toad,Psionic Powers,Drug Addiction
Toad,Substance Secretion,Medical (COVID-19)
Toad,Mind Control,Education Improvements
Toad,Insanity,Miscellaneous
Toad,Toxin and Disease Control,Medical (COVID-19)
Toad,Super Breath,Medical (COVID-19)
Toad,Wallcrawling,Infrastructure Improvements
Toad,Vision - Infrared,Miscellaneous
Tommy Clarke,Teleportation,Medical (COVID-19)
Toxin,Agility,Large Scale Conflict
Toxin,Accelerated Healing,Medical (COVID-19)
Toxin,Durability,Medical (COVID-19)
Toxin,Stealth,Miscellaneous
Toxin,Danger Sense,Large Scale Conflict
Toxin,Super Strength,Infrastructure Improvements
Toxin,Size Changing,Infrastructure Improvements
Toxin,Stamina,Medical (COVID-19)
Toxin,Super Speed,Medical (COVID-19)
Toxin,Weapon-based Powers,Large Scale Conflict
Toxin,Jump,Miscellaneous
Toxin,Shapeshifting,Miscellaneous
Toxin,Camouflage,Large Scale Conflict
Toxin,Reflexes,Miscellaneous
Toxin,Substance Secretion,Medical (COVID-19)
Toxin,Natural Armor,Large Scale Conflict
Toxin,Natural Weapons,Large Scale Conflict
Toxin,Wallcrawling,Infrastructure Improvements
Toxin,Web Creation,Infrastructure Improvements
Toxin,Symbiote Costume,Miscellaneous
Tracy Strauss,Cold Resistance,Miscellaneous
Tracy Strauss,Cryokinesis,Climate Change
Trickster,Flight,Infrastructure Improvements
Trigon,Accelerated Healing,Medical (COVID-19)
Trigon,Durability,Medical (COVID-19)
Trigon,Flight,Infrastructure Improvements
Trigon,Super Strength,Infrastructure Improvements
Trigon,Stamina,Medical (COVID-19)
Trigon,Teleportation,Medical (COVID-19)
Trigon,Telekinesis,Infrastructure Improvements
Trigon,Dimensional Travel,Miscellaneous
Trigon,Fire Control,Climate Change
Trigon,Reflexes,Miscellaneous
Trigon,Mind Control,Education Improvements
Trigon,Heat Generation,Infrastructure Improvements
Trigon,Regeneration,Medical (COVID-19)
Trigon,Illusions,Drug Addiction
Triplicate Girl,Flight,Infrastructure Improvements
Triplicate Girl,Duplication,Medical (COVID-19)
Triton,Agility,Large Scale Conflict
Triton,Cold Resistance,Miscellaneous
Triton,Durability,Medical (COVID-19)
Triton,Underwater breathing,Medical (COVID-19)
Triton,Super Strength,Infrastructure Improvements
Triton,Stamina,Medical (COVID-19)
Triton,Super Speed,Medical (COVID-19)
Triton,Reflexes,Miscellaneous
Triton,Sub-Mariner,Climate Change
Tyrant,Durability,Medical (COVID-19)
Tyrant,Energy Absorption,Climate Change
Tyrant,Flight,Infrastructure Improvements
Tyrant,Longevity,Medical (COVID-19)
Tyrant,Intelligence,Education Improvements
Tyrant,Super Strength,Infrastructure Improvements
Tyrant,Energy Blasts,Infrastructure Improvements
Tyrant,Stamina,Medical (COVID-19)
Tyrant,Energy Beams,Large Scale Conflict
Tyrant,Immortality,Medical (COVID-19)
Tyrant,Invulnerability,Medical (COVID-19)
Tyrant,Technopath/Cyberpath,Infrastructure Improvements
Tyrant,Energy Manipulation,Infrastructure Improvements
Tyrant,Omnipotent,Infrastructure Improvements
Tyrant,Matter Absorption,Miscellaneous
Tyrant,Reality Warping,Education Improvements
Ultragirl,Durability,Medical (COVID-19)
Ultragirl,Flight,Infrastructure Improvements
Ultragirl,Super Strength,Infrastructure Improvements
Ultragirl,Stamina,Medical (COVID-19)
Ultragirl,Super Speed,Medical (COVID-19)
Ultragirl,Enhanced Senses,Medical (COVID-19)
Ultragirl,Reflexes,Miscellaneous
Ultragirl,Invulnerability,Medical (COVID-19)
Ultron,Agility,Large Scale Conflict
Ultron,Durability,Medical (COVID-19)
Ultron,Stealth,Miscellaneous
Ultron,Energy Absorption,Climate Change
Ultron,Flight,Infrastructure Improvements
Ultron,Super Strength,Infrastructure Improvements
Ultron,Energy Armor,Large Scale Conflict
Ultron,Energy Blasts,Infrastructure Improvements
Ultron,Stamina,Medical (COVID-19)
Ultron,Super Speed,Medical (COVID-19)
Ultron,Enhanced Senses,Medical (COVID-19)
Ultron,Energy Beams,Large Scale Conflict
Ultron,Immortality,Medical (COVID-19)
Ultron,Enhanced Memory,Education Improvements
Ultron,Force Fields,Large Scale Conflict
Ultron,Radiation Control,Climate Change
Ultron,Technopath/Cyberpath,Infrastructure Improvements
Ultron,Mind Control,Education Improvements
Ultron,Enhanced Hearing,Large Scale Conflict
Ultron,Gravity Control,Large Scale Conflict
Ultron,Vision - Telescopic,Large Scale Conflict
Ultron,Radiation Absorption,Miscellaneous
Ultron,Vision - Night,Large Scale Conflict
Ultron,Vision - X-Ray,Medical (COVID-19)
Ultron,Vision - Thermal,Infrastructure Improvements
Utgard-Loki,Durability,Medical (COVID-19)
Utgard-Loki,Longevity,Medical (COVID-19)
Utgard-Loki,Super Strength,Infrastructure Improvements
Utgard-Loki,Stamina,Medical (COVID-19)
Utgard-Loki,Magic,Miscellaneous
Utgard-Loki,Invulnerability,Medical (COVID-19)
Valerie Hart,Agility,Large Scale Conflict
Valerie Hart,Super Strength,Infrastructure Improvements
Valerie Hart,Weapon-based Powers,Large Scale Conflict
Valerie Hart,Reflexes,Miscellaneous
Valerie Hart,Changing Armor,Large Scale Conflict
Valkyrie,Durability,Medical (COVID-19)
Valkyrie,Super Strength,Infrastructure Improvements
Valkyrie,Stamina,Medical (COVID-19)
Valkyrie,Toxin and Disease Resistance,Medical (COVID-19)
Vanisher,Teleportation,Medical (COVID-19)
Vegeta,Agility,Large Scale Conflict
Vegeta,Accelerated Healing,Medical (COVID-19)
Vegeta,Flight,Infrastructure Improvements
Vegeta,Marksmanship,Large Scale Conflict
Vegeta,Longevity,Medical (COVID-19)
Vegeta,Intelligence,Education Improvements
Vegeta,Super Strength,Infrastructure Improvements
Vegeta,Energy Blasts,Infrastructure Improvements
Vegeta,Stamina,Medical (COVID-19)
Vegeta,Super Speed,Medical (COVID-19)
Vegeta,Jump,Miscellaneous
Vegeta,Shapeshifting,Miscellaneous
Vegeta,Immortality,Medical (COVID-19)
Vegeta,Fire Control,Climate Change
Vegeta,Reflexes,Miscellaneous
Vegeta,Invulnerability,Medical (COVID-19)
Vegeta,Force Fields,Large Scale Conflict
Vegeta,Enhanced Hearing,Large Scale Conflict
Vegeta,Heat Generation,Infrastructure Improvements
Vegeta,Adaptation,Large Scale Conflict
Vegeta,Light Control,Drug Addiction
Vegeta,Levitation,Infrastructure Improvements
Vegeta,Radar Sense,Large Scale Conflict
Venom,Accelerated Healing,Medical (COVID-19)
Venom,Durability,Medical (COVID-19)
Venom,Danger Sense,Large Scale Conflict
Venom,Super Strength,Infrastructure Improvements
Venom,Stamina,Medical (COVID-19)
Venom,Super Speed,Medical (COVID-19)
Venom,Weapon-based Powers,Large Scale Conflict
Venom,Jump,Miscellaneous
Venom,Shapeshifting,Miscellaneous
Venom,Reflexes,Miscellaneous
Venom,Natural Weapons,Large Scale Conflict
Venom,Wallcrawling,Infrastructure Improvements
Venom,Web Creation,Infrastructure Improvements
Venom,Symbiote Costume,Miscellaneous
Venom II,Agility,Large Scale Conflict
Venom II,Durability,Medical (COVID-19)
Venom II,Super Strength,Infrastructure Improvements
Venom II,Super Speed,Medical (COVID-19)
Venom II,Animal Oriented Powers,Miscellaneous
Venom II,Shapeshifting,Miscellaneous
Venom II,Camouflage,Large Scale Conflict
Venom II,Reflexes,Miscellaneous
Venom II,Wallcrawling,Infrastructure Improvements
Venom III,Agility,Large Scale Conflict
Venom III,Accelerated Healing,Medical (COVID-19)
Venom III,Durability,Medical (COVID-19)
Venom III,Danger Sense,Large Scale Conflict
Venom III,Super Strength,Infrastructure Improvements
Venom III,Stamina,Medical (COVID-19)
Venom III,Super Speed,Medical (COVID-19)
Venom III,Animal Oriented Powers,Miscellaneous
